establecimiento,razon_social,productos
MAELCA SA,LOS CERRILLOS,ZAPALLO
MAELCA SA,LOS CERRILLOS,BATATA
OLIVARES S.A.,OLIVARES S.A.,VID
OLIVARES S.A.,OLIVARES S.A.,OLIVOS
OLIVOS ARGENTINOS SA,LA AGUADA,OLIVOS
OLIVOS ARGENTINOS SA,SANTA FE,OLIVOS
ORO NEGRO S.A.,ORO NEGRO,VID
ORO NEGRO S.A.,ORO NEGRO,OLIVOS
"SUELDO GIORGI, LAURA",FINCA MACHIA,VID
TALAMUYUNA S.A.,TALAMUYUNA,JOJOBA
"TROYANO, RUFINO",PARCELA Nº8,VID
AGROLOSANDES S.A.,AGROLOSANDES,ESPARRAGOS
AGROLOSANDES S.A.,AGROLOSANDES,AJO
AGROLOSANDES S.A.,AGROLOSANDES,ABONO VERDE
AGROROSAL S.A.,FINCA LA LUCERA,VID
AGROSAVER S.A.,FINCA LA AGUANDA,DESCANSO
ALTOS LAS HORMIGAS SAVYC,ALTOS LAS HORMIGAS FINCA,UVAS
ARGENTBIO S.R.L.,FINCA EL OLMO,MANZANA
ARGENTBIO S.R.L.,FINCA EL OLMO,ZAPALLO
ARGENTBIO S.R.L.,FINCA EL OLMO,ZANAHORIA
ARGENTBIO S.R.L.,FINCA EL OLMO,CEBOLLA
ARGENTBIO S.R.L.,FINCA EL OLMO,ECHALOTTE
ARGENTBIO S.R.L.,FINCA EL OLMO,INCULTO
ARGENTBIO S.R.L.,FINCA EL OLMO,ZAPALLO ANCO
ARGENTBIO S.R.L.,FINCA EL OLMO,AJO
ARGENTBIO S.R.L.,FINCA EL OLMO,DESCANSO
ARGENTBIO S.R.L.,FINCA EL OLMO,BROCOLI
ARGENTBIO S.R.L.,FINCA EL OLMO,CAMPO NATURAL
ARTEL INC,EL LUCAS,VID
ARTEL INC,EL TINCHO,VID
ASOC. COOP. EEA INTA MENDOZA,ASOCIACION COOPERADORA DE EEA MENDOZA INTA,VID
ASOC. COOP. EEA INTA MENDOZA,ASOCIACION COOPERADORA DE EEA MENDOZA INTA,INCULTO
ASOC. COOP. EEA INTA MENDOZA,ASOCIACION COOPERADORA DE EEA MENDOZA INTA,ALFALFA
AVE MARIA FIDEICOMISO,FINCA AVE MARIA AG,UVAS
AVE MARIA FIDEICOMISO,FINCA AVE MARIA B,UVAS
BAMENEX S.A.,FINCA EL CARRIZAL,DESCANSO
BAMENEX S.A.,FINCA EL CARRIZAL,AJO
BAMENEX S.A.,FINCA EL CARRIZAL,INCULTO
BAMENEX S.A.,FINCA EL CARRIZAL,CAMPO NATURAL
BAMENEX S.A.,FINCA EL CARRIZAL,ZAPALLO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,INCULTO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,NUEZ PECAN
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,HIGOS
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,VID
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,OLIVO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,CIRUELA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,CEREZA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,PERA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,MANZANA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,DURAZNO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,DAMASCO
BEAU LIEU S.A.,BEAU LIEU SA,VID
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,VID
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,DAMASCO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,CIRUELA
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,INCULTO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,OLIVO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,DURAZNO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,CAMPO NATURAL
BIO AGRICULTORES S.A.,EL VERGEL,DESCANSO
BIO AGRICULTORES S.A.,EL VERGEL,AJO
BIO AGRICULTORES S.A.,EL VERGEL,INCULTO
BIO-ARGENTINA S.A.,LA CELESTE,VID
BLANCO JOSE,UGARTECHE,UVAS
"BOCARDO, MARCELO",MARCELO BOCARDO,VID
BODEGA ARGENTO S.A.,FINCA UGARTECHE,VID
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LA PAZ,UVAS
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LA ISLA,UVAS
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA MONTECASEROS,UVAS
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LOS CAMPAMENTOS,UVAS
BODEGAS Y VIÑEDOS V.O.B. S.A.,FINCA AURA (EX BODEGAS Y VIÑEDOS V.O.B.S.A.),VID
BUONO BENITO ARNALDO,BUONO BENITO ARNALDO,VID
BUONO BENITO ARNALDO,BUONO BENITO ARNALDO,INCULTO
CAMPAL S.A.,FINCA EL CAMPAL,VID
CAMPAL S.A.,FINCA EL CAMPAL,INCULTO
CAMPOS DE LA COLONIA S.A.,FINCA LAS UVAS,VID
CANTINIAN SA,CANTINIAN,VID
CAÑA DE CASTILLA SRL,FINCA FABRICA ,CAÑA DE CASTILLA
CAÑA DE CASTILLA SRL,FINCA IRIGOYEN ,CAÑA DE CASTILLA
CAÑA DE CASTILLA SRL,FINCA IRIGOYEN FINAL ,CAÑA DE CASTILLA
CAÑA DE CASTILLA SRL,FINCA LOS ALAMOS ,CAÑA DE CASTILLA
CK Y ASOCIADOS S.A.,FINCA LUNLUNTA,VID
CK Y ASOCIADOS S.A.,FINCA LUNLUNTA,OLIVOS
CK Y ASOCIADOS S.A.,VILLA SECA,VID
CK Y ASOCIADOS S.A.,VILLA SECA,OLIVOS
COMPAÑIA AGRICOLA EL RODEO S.A.,FINCA ORGANICA SAN CARLOS,AJO
COMPAÑIA AGRICOLA EL RODEO S.A.,FINCA ORGANICA SAN CARLOS,ZAPALLO
COMPAÑIA DE AGROSERVICIOS S.A.,DON JORGE,UVAS
COMPAÑIA DE AGROSERVICIOS S.A.,DON JORGE,ACEITUNAS
CUNCO S.A.,FINCA CUNCO,INCULTO
CUNCO S.A.,FINCA CUNCO,ZAPALLO
CUNCO S.A.,FINCA CUNCO,ABONO VERDE
CUNCO S.A.,FINCA CUNCO,AJO
CUNCO S.A.,FINCA CUNCO,DESCANSO
CUNCO S.A.,FINCA CUNCO,CEBOLLA
CUNCO S.A.,FINCA CUNCO,PAPA
DJALLAD ANA REBECA,LA AMISTAD,INCULTO
DJALLAD ANA REBECA,LA AMISTAD,CIRUELA
DJALLAD ANA REBECA,LA AMISTAD,ZAPALLO
DJALLAD ANA REBECA,LA AMISTAD,OLIVO
DJALLAD ANA REBECA,LA AMISTAD,TOMATE
DOMAINE JEAN BOUSQUET  S.A.,FINCA MAIPU DELICIAS DE TUPUNGATO SA,VID
DOMAINE JEAN BOUSQUET  S.A.,FINCA DOMAINE BOUSQUET,VID
DOMAINE JEAN BOUSQUET  S.A.,FINCA EL ZAMPAL DELICIAS DE TUPUNGATO SA,VID
EDUARDO Y FABIAN CAMPAGNA SH,LOS CORRALITOS,HORTALIZAS
EL MORO SRL,FINCA DINAMIA,VID
EMPRESA COMERCIAL EXPORTADORA S.A.,CHACRAS DE CORIA,UVAS
ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,ALTAMIRA,UVAS
ESTANCIA CASA DE UCO S.A.,ESTANCIA CASA DE UCO,VID
FENIX S.A.,FINCA REAL DEL PADRE,DAMASCO
FENIX S.A.,FINCA REAL DEL PADRE,UVA DE MESA
FENIX S.A.,FINCA REAL DEL PADRE,INCULTO
FIDEICOMISO BAX,FIDEICOMISO BAX,VID
FIDEICOMISO BAX,FIDEICOMISO BAX,INCULTO
FIDEICOMISO SANTA RITA ,FINCA SANTA RITA,CENTENO
FIDEICOMISO SANTA RITA ,FINCA SANTA RITA,PASTIZAL NATURAL
FINCA CONSTANZA SA,FINCA DOÑA CONSTANZA (EX FINCA EL MIRADOR),VID
FINCA VON WIGSTEIN,FINCA ALPAMANTA,VID
FRUTIHORTICOLA SAN NICOLAS SA,FRUTIHORTICOLA SAN NICOLAS,VID
FRUTOS DE SANTA ROSA S.A.,FINCA BELTRAN,ACEITUNAS
FRUTOS DE SANTA ROSA S.A.,SANTA ROSA,UVAS
GRUPO PEÑAFLOR SA ,FINCA LA PAZ,VID
GRUPO PEÑAFLOR SA ,FINCA SANTA ROSA,VID
GRUPO PEÑAFLOR SA ,FINCA SANTA ROSA,DAMASCO
HAGEN DE MONTERO GUILLERMINA,FINCA MONTERO,VID
HAGEN DE MONTERO GUILLERMINA,FINCA MONTERO,CAMPO NATURAL
IZASKUN SA,FINCA CORTESIA,ZAPALLO
IZASKUN SA,FINCA CORTESIA,DESCANSO
IZASKUN SA,FINCA CORTESIA,ZANAHORIA
JESUS CARLOS FANTELLI E HIJOS,FINCA BODEGA,UVAS
JESUS CARLOS FANTELLI E HIJOS,BETTI,UVAS PARA VINIFICAR
JESUS CARLOS FANTELLI E HIJOS,AGUSTIN,UVAS PARA VINIFICAR
LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES ,NOGAL
LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES ,MONTE
LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES ,INCULTO
LAS YEGUAS S.A.,LAS YEGUAS,VID
LAS YEGUAS S.A.,LAS YEGUAS,NUEZ
LIPTOV S.A.,EL RANCHO,ACEITUNAS
LIPTOV S.A.,EL RANCHO,UVAS
LIPTOV S.A.,LA ESTRELLA,ACEITUNAS
LIPTOV S.A.,LA ESTRELLA,CIRUELAS
LIPTOV S.A.,LA ESTRELLA,DAMASCOS
LIPTOV S.A.,LA ESTRELLA,NUECES
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,CIRUELA
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,INCULTO
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,DURAZNO
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,VID
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,OLIVO
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,CAMPO NATURAL
"MASI, TUPUNGATO VIGNETI LA ARBOLEDA SA",MASI VIGNETI LA ARBOLEDA SA,VID
MIX S.A.,UVAS DEL DESIERTO,UVAS
MONTLAIZ S.R.L.,LA FLOR,UVAS PARA VINIFICAR
MONTLAIZ S.R.L.,DOÑA LIDIA,UVAS PARA VINIFICAR
OJO DE VINO SA,OJO DE VINO SA,VID
OLATE JUAN CARLOS,"MARQUEZ 1 Y 2, MOLLAR 1 Y 2 (GRUPO AP. MALARGÜE)",MIEL
OLIVARES DE DON IGNACIO S.A.,LA LIBERTAD,VID
OLIVARES DE DON IGNACIO S.A.,LA LIBERTAD,OLIVOS
ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES,VID
ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES,NOGAL
ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES,INCULTO
PALUMBO GOTTARDINI CARLOS ROBERTO,ORALIA STATE,VID
PARRA SA,CUARTEL 24 (EX PARRA SA),OLIVOS
PARRA SA,CUARTEL 24 (EX PARRA SA),DAMASCO
PARRA SA,CUARTEL 24 (EX PARRA SA),CIRUELA
PATGO S.A,VIÑA PATRICIA,VID
PATGO S.A,VIÑA PATRICIA,OLIVOS
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE,INCULTO
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE,OLIVO
PEDRO Y JORGE CECCHIN S.R.L.,FINCAS RUSSEL  - JUNIN  - UGARTECHE,VID
PEÑAVID SA,FINCA TRIBUTO,VID
PEÑAVID SA,FINCA TRIBUTO,OLIVOS
PROVIVA S.R.L,AGRELO ,UVAS
PROVIVA S.R.L.,DRUMMOND,UVAS
PUENTE BLANCO S.A.,ESTANCIA EL TAMBILLO,ABONO VERDE
PUENTE BLANCO S.A.,ESTANCIA EL TAMBILLO,AJO
PUENTE BLANCO S.A.,ESTANCIA LOS AMIGOS,AJO
PUENTE BLANCO S.A.,ESTANCIA LOS AMIGOS,ABONO VERDE
R6 LA GUEVARINA S.A.,R6 LA GUEVARINA,ESPARRAGO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,VID
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,NOGAL
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,INCULTO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,OLIVO
RABIDA ESCOBAR MARIA PAULA,FINCA 2R,ALFALFA
S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,BODEGAS VOLLMER UCOVALLEY S.A.,VID
SANES S.A.,FINCA LA ULTIMA,AJO
SANES S.A.,FINCA LA ULTIMA,CEBOLLA
SANES S.A.,FINCA LA ULTIMA,CAMPO NATURAL
SANES S.A.,FINCA LA ULTIMA,INCULTO
SAVOINI MARIO ANTONIO,FINCA SAVOINI,UVAS PARA VINIFICAR
SAVOINI MARIO ANTONIO,FINCA SAVOINI,UVAS FRESCAS (MESA)
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA,CIRUELAS
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA,UVAS
SONIA Y LILIANA FERRO S.H.,RODRIGUEZ PEÑA,ACEITUNAS
STAGNITTI ALBERTO,LA MACARENA,VID
STAGNITTI ALBERTO,LA MACARENA,INCULTO
STAGNITTI ALBERTO,LA MACARENA,MEMBRILLO
TACCHINI FABIO,VISTALBA,CEREZA
TEPEU S.R.L,FINCA MUÑOZ HNOS.,ZAPALLO
TEPEU S.R.L,FINCA MUÑOZ HNOS.,CHOCLO
VAL DE FLORES S.A.,VAL DE FLORES,VID
VAL DE FLORES S.A.,VAL DE FLORES,INCULTO
VALENCIA MIGUEL,LOS ALAMOS,UVAS
VALENCIA MIGUEL,MEDRANO,UVAS
"VALENCIA, ROBERTO OSCAR",FINCA VALENCIA,VID
VALENTIN BIANCHI SACIF ,FINCA ASTI,VID
VALENTIN BIANCHI SACIF ,FINCA DOÑA ELSA,VID
VALENTIN BIANCHI SACIF ,FINCA LAS PAREDES,VID
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,CIRUELA
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,VID
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,INCULTO
VILLAR JUAN JOSE,FINCA DOÑA CARMEN,CAMPO NATURAL
VIÑA ESENCIA S.A.,FINCA ALEGRA,VID
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""DOÑA CRISTINA"" (INV E61522)",VID
VIÑAS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""LA SEDE "" (INV F 01047)(EX CENTRAL)",VID
VIÑAS DE LUJAN S.R.L.,VIÑAS DE LUJAN,VID
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,VINO
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,UVAS
VITTORI ROBERTO Y VERONICA S.H.,CASTRO BARRO,ACEITUNAS
ACOSTA VILMAR,"IFAI - LOTE 1, LOTE 17",CAÑA DE AZUCAR
ALVARENGA ANTONIO JESUS,IFAI - LOTE 88,CAÑA DE AZUCAR
ALVARENGA GERONIMO FRANCISCO,IFAI - LOTE 88,CAÑA DE AZUCAR
ANIAYA HILARIO/ ALBERT,IFAI - LOTE 51,CAÑA DE AZUCAR
ANIAYA HILARIO/ ANIAYA ALBERT / REIS ROBERTO,IFAI - LOTE 33/34,CAÑA DE AZUCAR
ANIAYA HILARIO/ALBERT,IFAI - LOTE 15,CAÑA DE AZUCAR
ANIAYA HILARIO/ALBERT,IFAI - LOTE 35,CAÑA DE AZUCAR
ANTUNEZ FLORES ANTONIO CARLOS/ QUENSSELL MARCOS/DE MATOS GRISELDA,IFAI - LOTE 26,CAÑA DE AZUCAR
ARJOL RICARDO ALFREDO / DOMINGUEZ CARLOS ALFREDO,IFAI - LOTE 3 Y 7,CAÑA DE AZUCAR
BAEZ ANTONIO SIMEON / RODRIGUEZ TERESA / BAEZ OSCAR RAMON,IFAI - LOTE 169 B,CAÑA DE AZUCAR
BALSARI EDGARDO ENRIQUE,IFAI - LOTE 77,CAÑA DE AZUCAR
"BARBARO, MARIO LUCIANO",MARIO BARBARO,YERBA MATE
BECKER CARLOS LUIS,IFAI - LOTE 24,CAÑA DE AZUCAR
BOGLIOTI JUAN JOSE,IFAI - LOTE 1,CAÑA DE AZUCAR
BOWALCZUK JESUS RAUL,IFAI - LOTE 11,CAÑA DE AZUCAR
BUBLITZ CARLOS / LUCAS JOSE / PETRY BLACIO / PETRY JOSE RAFAEL,IFAI - LOTE C,CAÑA DE AZUCAR
BUNNKOWSKI ELIO MARIO,IFAI - LOTE 115,CAÑA DE AZUCAR
CARDOZO ARLINDO JESUS / CARDOZO JESUS FELIX,IFAI - LOTE 143,CAÑA DE AZUCAR
CARDOZO JOSE LUIS,IFAI - LOTE 119 B,CAÑA DE AZUCAR
CARDOZO RICARDO ROGELIO,IFAI - LOTE 89,CAÑA DE AZUCAR
CARDOZO RICARDO ROGELIO ,IFAI - LOTE 172,CAÑA DE AZUCAR
CARRE ANIBAL DANIEL/MACHADO MIRIAM GRACIELA,IFAI - LOTE 16,CAÑA DE AZUCAR
CARRE EMILIO/ ROJAS LILA AIDHEE / CARRE ULISES RAMON,IFAI - LOTE 4,CAÑA DE AZUCAR
"CAVIGIOLI, MARIO",CAVIGIOLI MARIO,YERBA MATE
CHESSANI JORGE / IASINSKI DANIELA LUCIA,IFAI - LOTE 15,CAÑA DE AZUCAR
CHESSANI MAXIMO,IFAI - LOTE 69,CAÑA DE AZUCAR
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS,YERBA MATE
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS,TE
DA CRUZ MANUEL ROSALINO/DA CRUZ JOSE RAMON / DA CRUZ JORGE ARIEL / ROSANA ISABEL / SILVIO ORLANDO,IFAI - LOTE 90 A Y B,CAÑA DE AZUCAR
DA ROSA CARLOS/ WALTER FERREIRA DA ROSA / DE MATTOS BENITO / DE MATTOS MARIO,IFAI - LOTE 128 A,CAÑA DE AZUCAR
DA ROSA JOSE DANIEL/RODRIGUEZ EDELMIRA/DA ROSA ALEJANDRA,IFAI - LOTE 7,CAÑA DE AZUCAR
DALINGER MARGARITA IRENE,IFAI - LOTE 3 D,CAÑA DE AZUCAR
DE LA CRUZ FRANCISCO ASIS,IFAI - LOTE 23,CAÑA DE AZUCAR
DE MIRANDA JUAN FRANCISCO/ DE MIRANDA JOSE FRANCISCO,IFAI - LOTE 173,CAÑA DE AZUCAR
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 19,CAÑA DE AZUCAR
DE OLIVERA CARLOS ORLANDO,IFAI - LOTE 11,CAÑA DE AZUCAR
DE OLIVERA HECTOR ELIAS /ADELA KARINA / RODRIGUEZ HILDA ,IFAI - LOTE 10,CAÑA DE AZUCAR
DE OLIVERA HECTOR ELIAS /ADELA KARINA / RODRIGUEZ HILDA ,IFAI - LOTE 4,CAÑA DE AZUCAR
DE OLIVERA HUMBERTO / ANIAYA HECTOR,IFAI - LOTE 19,CAÑA DE AZUCAR
DE OLIVERA VICTOR PLACIDO / ACOSTA CLAUDETTE,IFAI - LOTE 11,CAÑA DE AZUCAR
DENI ANTONIO / BATIROLLA LUIS PABLO / BATIROLA GUSTAVO,IFAI - LOTE FISCAL,CAÑA DE AZUCAR
DO SANTOS JUAN RAMON / RAMON,IFAI - LOTE 43,CAÑA DE AZUCAR
DO SANTOS UBALDO / LUCIA / LUCAS UBALDO DO SANTOS,IFAI - LOTE 150,CAÑA DE AZUCAR
DO SANTOS UBALDO / LUCIA / LUCAS UBALDO DO SANTOS / DO SANTOS JONATHAN,IFAI - LOTE 139,CAÑA DE AZUCAR
DORNELES JUAN CARLOS / HOFFMANN MARTINS LAUDELINO,IFAI - LOTE 4 B,CAÑA DE AZUCAR
DURAN AMBROSIO,IFAI - LOTE 73,CAÑA DE AZUCAR
DURAN AMBROSIO,IFAI - LOTE 12 Y 7,CAÑA DE AZUCAR
EICHEMBER EVALDO / CLARA DOCARMO FERNANDEZ,IFAI - LOTE 21,CAÑA DE AZUCAR
ENGER LIZARDO / RIVERO GLADIS A / AYALA ESILDA ENGER,IFAI - LOTE 148,CAÑA DE AZUCAR
ENGER LIZARDO LUIS,IFAI - LOTE 176,CAÑA DE AZUCAR
ENGERS LUCINDO / ENGERS CLOVIS MARCOS,IFAI - LOTE 22,CAÑA DE AZUCAR
ENRIQUE VICTOR ARRUA,MALCRIADO,YERBA MATE
ESCARVADOFSKI LIZARDO TOMAS / CERRI ORESTINA,IFAI - LOTE 39 B,CAÑA DE AZUCAR
ESCARVADOFSKI LIZARDO TOMAS/ CERRI ORESTINA,IFAI - LOTE 1 Y 2,CAÑA DE AZUCAR
ESCARVADOFSKI LUIS FABIAN,IFAI - LOTE 17/18,CAÑA DE AZUCAR
ESPINDOLA ALCIMIRO / FLORES MARTA,IFAI - LOTE 103,CAÑA DE AZUCAR
ESPINDOLA ALCIMIRO / FLORES MARTA,IFAI - LOTE 24 A,CAÑA DE AZUCAR
FERNANDEZ PEREIRA JOSE / JOSE HECTOR,IFAI - LOTE 94,CAÑA DE AZUCAR
FERREYRA BLANCA LUCY,IFAI - LOTE 179,CAÑA DE AZUCAR
FERREYRA LIDIA/ ELIZARDO GABRIEL,IFAI - LOTE 176,CAÑA DE AZUCAR
FERREYRA LIDIO RAMON/ ELIZARDO GABRIEL / MIRANDA ROSANA BEATRIZ / RIVERO MARIA A. YANINA,IFAI - LOTE 174,CAÑA DE AZUCAR
FERREYRA LORENZO / FERREYRA ABEL MEDELI,IFAI - LOTE 27,CAÑA DE AZUCAR
FERREYRA PEDRO,IFAI - LOTE 13,CAÑA DE AZUCAR
FISHER CLAUDIO ARIEL/ TIERLING RAUL,IFAI - LOTE 8,CAÑA DE AZUCAR
FUNDACION ALBERTO ROTH,FUNDACION ALBERTO ROTH,YERBA MATE
GALVAN MARIELA ANDREA,IFAI - LOTE 162-163,CAÑA DE AZUCAR
GALVAN MARIELA ANDREA,IFAI - LOTE 4,CAÑA DE AZUCAR
GALVAN MARIELA ANDREA,IFAI - LOTE 19,CAÑA DE AZUCAR
GOMEZ ABEL,IFAI - LOTE 153,CAÑA DE AZUCAR
GOMEZ CARLOS RUBEN,IFAI - LOTE 153,CAÑA DE AZUCAR
GOMEZ HECTOR,IFAI - LOTE 94,CAÑA DE AZUCAR
GOMEZ ROSALINO/ M. FATIMA DA SILVEIRA,IFAI - LOTE 123,CAÑA DE AZUCAR
GONZALEZ CLAUDIA/BECKER OSCAR,IFAI - LOTE 36,CAÑA DE AZUCAR
GONZALEZ MARINO/ GONZALEZ CORNELIO/ GONZALEZ SOLEDAD MARIELA,IFAI - LOTE 99,CAÑA DE AZUCAR
GONZALEZ OSVALDO MARTIN,IFAI - LOTE 15,CAÑA DE AZUCAR
GRABARCZUK TERESA/STECIUK NORA ISABEL,IFAI - LOTE 2 A,CAÑA DE AZUCAR
GROSS VICTOR DANIEL,IFAI - LOTE 8F,CAÑA DE AZUCAR
GRZVINSKI CLAUDIO / HECTOR JOSE,IFAI - LOTE 35,CAÑA DE AZUCAR
HARTMANN MARIO / PRESTES LORENA ADRIANA / PRESTES CARLOS DAVID,IFAI - LOTE 69,CAÑA DE AZUCAR
HARTMANN SIBANO / HARTMANN MAURO,IFAI - LOTE 121-123,CAÑA DE AZUCAR
HEINZMANN ENRIQUE CRISTIAN,ENRIQUE CRISTIAN HEINZMANN,YERBA MATE
JAKIMZUK  PEDRO MARCOS,IFAI - LOTE 195,CAÑA DE AZUCAR
JAKIMZUK LIDIA/ OLIVERA RUBEN,IFAI - LOTE 8,CAÑA DE AZUCAR
KALISPRENER JORGE RUBEN / SAWISKI MIRTHA GRACIA / KALISPRENER JORGE ANDRES,IFAI - LOTE 30,CAÑA DE AZUCAR
KAPELINSKI JOSE ESTEBAN/CRISTIAN ARIEL,IFAI - LOTE 1 B,CAÑA DE AZUCAR
KAPELINSKI JOSE ESTEBAN/CRISTIAN ARIEL,IFAI - LOTE 17,CAÑA DE AZUCAR
KLUGE JORGE ALFREDO,IFAI - LOTE 41,CAÑA DE AZUCAR
KOTH ITATI MARIA EVANGELINA,ROA PIPO,YERBA MATE
KRAUS S.A.,ESTABLECIMIENTO KRAUS,TE
KRAUS S.A.,ESTABLECIMIENTO KRAUS,YERBA MATE
KURZNIWSKI GERARDO GERMAN,IFAI - LOTE 11,CAÑA DE AZUCAR
LA CONDICION S.A.,ISTUETA KM 300,SIN PROD.
LASSER TERESA/ MITTIL JUAN CARLOS  / MITTIL JUAN CARLOS (HIJO),IFAI - LOTE 5,CAÑA DE AZUCAR
LOPEZ LUCAS,CHACRA IPOTI,YERBA MATE
LORENZO YOLANDA /SENIO CRISTIAN SANTIAGO,IFAI - LOTE 237,CAÑA DE AZUCAR
MACHADO MENDRANA PRADELINO / MACHADO PAULO,IFAI - LOTE 62,CAÑA DE AZUCAR
MACHADO MIGUEL ANGEL/FERNANDO MIGUEL,IFAI - LOTE 61,CAÑA DE AZUCAR
MARCELO MANUEL LIMA / MANUEL ALTAMIRO LIMA,IFAI - LOTE 4,CAÑA DE AZUCAR
MARIANA MAMPAEY,EL HORMIGUERO,YERBA
MARIANA MAMPAEY,EL HORMIGUERO,CAÑA DE AZUCAR
MARIANA MAMPAEY,EL HORMIGUERO,MANDIOCA
MARIANA MAMPAEY,EL HORMIGUERO,AROMATICAS
MARIANA MAMPAEY,EL HORMIGUERO,MEDICINALES
MARLANDER JORGE ALFREDO / EZEQUIEL,IFAI - LOTE 7,CAÑA DE AZUCAR
MARLANDER JORGE ALFREDO / MARLANDER EZEQUIEL/ STECIUK MATIAS,IFAI - LOTE 8,CAÑA DE AZUCAR
MARQUEZ JUAN ANDRES,IFAI - LOTE 145,CAÑA DE AZUCAR
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,YERBA
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,TE
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,POMELO
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,QUINOTO
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,MANDARINA
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,NARANJA.
MIRANDA CARLOS LEON/MIRANDA HECTOR,IFAI - LOTE 133,CAÑA DE AZUCAR
"MOZZONI, ROBERTO RAMON",ROBERTO MOZZONI,TE
"MOZZONI, ROBERTO RAMON",ROBERTO MOZZONI,YERBA MATE
NELCI SANTIAGO / GENESINI HILDA INES,IFAI - LOTE FISCAL,CAÑA DE AZUCAR
NEVEZ EUSEBIO,IFAI - LOTE 129,CAÑA DE AZUCAR
