establecimiento,razon_social,productos
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,ZONA DE ISLAS ENTRE RIOS,MIEL + EXTRACCION DE MIEL Y ESTAMPADO DE CERA
CAMAÑO JULIO,SAN ANTONIO,INCULTO
CAMAÑO JULIO,SAN ANTONIO,CAMPO NATURAL
CAMAÑO JULIO,SAN ANTONIO,MONTE
CAMAÑO JULIO,SAN ANTONIO,STEVIA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,NARANJA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,LIMON
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,MANDARINA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,POMELO
CAMPO MALAMBO S.A.,CAMPO MALAMBO,MAIZ Y LINO
CAUPOLICAN S.R.L.,LA CATALINA,CEREALES Y OLEAGINOSAS
ECA  SA,LA 83,LIMON
ECA  SA,LA 83,NARANJA
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,LINO
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,CEBADA
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,CENTENO
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,TRITICALE
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,SOJA
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,MAIZ
ESTANCIA LAGUNA BLANCA S.A.,LAGUNA BLANCA,MOSTAZA
FIDEICOMISO ARANDANOS DEL HEMISFERIO SUR,FIDEICOMISO ARANDANOS DEL HEMISFERIO SUR,ARANDANOS
FIGUEROA BUNGE MARIANO,LA EVANGELINA,CAMPO NATURAL
FIGUEROA BUNGE MARIANO,LA EVANGELINA,MAIZ PISINGALLO
FIGUEROA BUNGE MARIANO,LA EVANGELINA,GIRASOL CONFITERO
FUCHINECO LUIS ALBERTO,ALMA MIA,ARROZ
GRACIA LUZ DON,LA ESMERADA,NUEZ PECAN
GRACIA LUZ DON,LA ESMERADA,STEVIA
GRACIA LUZ DON,LA ESMERADA,FRUTALES
GUIDOBONO JOSE MARIA,LA URBANA,ARROZ
GUIDOBONO JOSE MARIA,SAN PEDRO,ARROZ
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,LA CAROLINA,LINO DORADO
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,MONTEVERDI,LINO DORADO
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,MEICHTRY,LINO MARRON
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,LA BLANCA,LINO MARRON
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,LISFCHITZ,LINO MARRON Y LINO DORADO
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,EL TAJAMAR,CORIANDRO
IGFO SA,LA ESPERANZA,LIMON
IGFO SA,LA ESPERANZA,NARANJA
IGFO SA ,EL TRIANGULO,NARANJA
KUMAGRO S.A.,LA UNION,TRIGO
KUMAGRO S.A.,LA UNION,SOJA
KUMAGRO S.A.,"SANTA MARIA ""B""",SOJA
KUMAGRO S.A.,"SANTA MARIA ""B""",MAIZ
LA LOMA ALIMENTOS S.A.,EL TALITA,ARROZ
MAGNO S.A.,LAS ACHURAS,SORGO
MAGNO S.A.,LAS ACHURAS,TRIGO
MAGNO S.A.,LAS ACHURAS,ARROZ
MAGNO S.A.,LOTE PLANTA MANTEROS,SORGO
NEOFARMS S.R.L. / GUIDOBONO JOSE MARIA / CALERO GUILLERMO,LA EMILIA (EX LA PRIMAVERA),SORGO
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD A,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD B,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD C,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD D,CAMPO NATURAL
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD E,CAMPO NATURAL
SALDUNA PEDRO JORGE - SALDUNA PEDRO,SANTA DOMINGA,LINO Y ARROZ
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,VACAS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,VAQUILLONAS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,TERNERAS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,TOROS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,TERNEROS
SOCAS CARLOS MARIA,LA MARMOL - SAN PANCHO,NOVILLOS
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),NARANJA
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),MANDARINA
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),LIMON
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),DURAZNO
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),CIRUELA
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),MAIZ
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),TOMATE
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),POMELO
TIANA S.A.,TIANA S.A.,AGRICULTURA
WOLFF GUSTAVO ALFREDO,LOS NOGALES,NUEZ PECAN
CORONEL ALEJANDRO ANIBAL,PURO ALOE,ALOE VERA
CORONEL ALEJANDRO ANIBAL,PURO ALOE,PASTIZAL NATURAL
CORONEL ALEJANDRO ANIBAL,PURO ALOE,INCULTO
ISLA PUEN SRL,ISLA PUEN,BANANO
ISLA PUEN SRL,ISLA PUEN,MANGO
ISLA PUEN SRL,ISLA PUEN,FRUTAS TROPICALES
UTE BV S.A.,EL CANADIENSE,POMELO
UTE BV S.A.,EL CANADIENSE,INCULTO
ADROVER TRISTAN,FINCA LA ESCONDIDA,CAÑA DE AZUCAR
ADROVER TRISTAN,FINCA LA ESCONDIDA,DESCANSO
ALCONOR S.A.,EL INFANTE,CAÑA DE AZUCAR
AYNI S.A.,LA COLORADA,CAMPO NATURAL
AYNI S.A.,LA COLORADA,ALFALFA
BLANCO HUGO ROBERTO,EL VASCO,CHIA (SALVIA HISPANICA L)
BLANCO HUGO ROBERTO,EL VASCO,CAMPO NATURAL
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,CAÑA DE AZUCAR
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,MAIZ PISINGALLO
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,MAIZ
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,POROTO COLORADO
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,POROTO NEGRO
COOPERATIVA DE PRODUCTORES APICOLA DE JUJUY LTDA.,COOPERATIVA DE PRODUCTORES DE MIELES DE JUJUY,ALZA MELARIA
EL OMBU SRL,FINCA FIORINI,CAÑA DE AZUCAR
EL OMBU SRL,FINCA FIORINI,INCULTO
EMECINCO S.A.,FINCA LOS PLATANOS,CHIA (SALVIA HISPANICA L)
EMECINCO S.A.,FINCA LOS PLATANOS,MONTE
FINCA EL PONGO - HPTAL. ARTURO ZABALA,FINCA EL PONGO,CAÑA DE AZUCAR
FINCA LAS MERCEDES SRL,FINCA LAS MERCEDES,CAÑA DE AZUCAR
GARELY S.A.,LOS PUENTES,TRIGO
HAROIAN NELSON EDGARDO,FINCA EL OLLERO,CAÑA DE AZUCAR
HAROIAN NELSON EDGARDO,FINCA EL OLLERO,MONTE
HAROIAN NELSON EDGARDO,FINCA PAMPA BLANCA,CAÑA DE AZUCAR
HAROIAN NELSON EDGARDO,FINCA PAMPA BLANCA,INCULTO
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA,CAÑA DE AZUCAR
INKLEMONA DE BALUT ROSA,FINCA LAS PICHANAS,CAÑA DE AZUCAR
INKLEMONA DE BALUT ROSA,FINCA LAS PICHANAS,INCULTO
LA PROVIDENCIA SRL,LA PROVIDENCIA,CAÑA DE AZUCAR
LA PROVIDENCIA SRL,LA PROVIDENCIA,MONTE
LA PROVIDENCIA SRL,LA PROVIDENCIA,CAMPO NATURAL
MORALES GUSTAVO ROBERTO,FINCA MORALES,CAÑA DE AZUCAR
MORALES GUSTAVO ROBERTO,FINCA MORALES,FORESTALES
MORALES GUSTAVO ROBERTO,FINCA MORALES,INCULTO
PALMA SOLA FARMS S.R.L,PALMA SOLA,SESAMO
PALMA SOLA FARMS S.R.L,PALMA SOLA,POROTO NEGRO
PALMA SOLA FARMS S.R.L,PALMA SOLA,MONTE
PALMA SOLA FARMS S.R.L,PALMA SOLA,POROTO COLORADO
PALMA SOLA FARMS S.R.L,PALMA SOLA,CHIA (SALVIA HISPANICA L)
EDCO GRAINS S.A.,SAN JUAN,GIRASOL
EDCO GRAINS S.A.,SAN JUAN,POROTO MUNG
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,COLMENAS
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,NUCLEOS
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,ALZA MELARIA
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL,ALZA MELARIA
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL,COLMENAS
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL,NUCLEOS
"BELLAN, EDGARDO CHARBEL MARIA",LAS TRES MARIAS,VID
"BELLAN, EDGARDO CHARBEL MARIA",LAS TRES MARIAS,OLIVOS
BELLIA JOSE LUIS,AGROVID,VID
BELLIA JOSE LUIS,AGROVID,OLIVOS
"CAPECE, LORENZO OSVALDO",LA ALBORADA,VID
"CAPECE, LORENZO OSVALDO",LA ALBORADA,OLIVOS
CLEAN INVESTMENT SA,EL RETAMO,JOJOBA
CLEAN INVESTMENT SA,SAN AMBROSIO Y  DON JESUS,JOJOBA
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,MONTE
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,OLIVO
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,GRANADO
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,ALGARROBO
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,FINCAS EL RENUEVO,LAUREL
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA,VID
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA II (EXFEDERADA RIOJANA SA),VID
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,FINCA CIUDADELA II (EXFEDERADA RIOJANA SA),OLIVOS
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,PARCELA 12,VID
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,PARCELA 12,OLIVOS
COVARRUBIAS SA,COVARRUBIAS,VID
COVARRUBIAS SA,COVARRUBIAS,NOGALES
"DE LA VEGA, EDUARDO DANIEL",MARTA ELENA,VID
"DE LA VEGA, EDUARDO DANIEL",MARTA ELENA,OLIVOS
EMPRENDIMIENTOS DEL NORTE SRL ,FINCA LA ANDALUZA,OLIVOS
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 3),VID
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 3),OLIVOS
FINCA CERES SRL,FINCA CERES (EX-AGRICOLA SAN CAYETANO 6),OLIVOS
FREZZI SACIAG,FINCA FREZZI II,PASAS DE UVA
FREZZI SACIAG,FINCA FREZZI,VID
FREZZI SACIAG,FINCA FREZZI,OLIVOS
FUERTE DEL BAÑADO S.A.,FUERTE DEL BAÑADO,JOJOBA
"GARROT, CARLOS PEDRO",FINCA SANTA GUALBERTA,VID
"GONZALEZ RODRIGUEZ, GERMAN",DON BERNABE,VD
"GONZALEZ RODRIGUEZ, GERMAN",DON BERNABE,OLIVOS
"GONZALEZ, MARIO HERNAN",EX-BERETTA,VID
"GONZALEZ, MARIO HERNAN",EX-MORENO,VID
"GONZALEZ, MARIO HERNAN",EX-MORENO,OLIVOS
"GONZALEZ, MARIO HERNAN",NUEVA,VID
"GONZALEZ, MARIO HERNAN",NUEVA,OLIVOS
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,FINCA TIMBO RIOJANA,OLIVO
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,FINCA TIMBO RIOJANA,PEREJIL
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,FINCA TIMBO RIOJANA,AJI
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,FINCA TIMBO RIOJANA,ACEITUNAS
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,FINCA TIMBO RIOJANA,INCULTO
"IRIARTE, DANIEL",FINCA LAS ROSAS (IRIARTE),VID
"LARGUIA, JONAS",FINCA LA NUESTRA,VID
"LARGUIA, JONAS",FINCA LA NUESTRA,OLIVOS
MAELCA S.A.,LOS RANQUELES,NOGALES
MAELCA S.A.,LOS RANQUELES,CASTAÑA
MAELCA SA,LOS CERRILLOS,OLIVOS
MAELCA SA,LOS CERRILLOS,VID
MAELCA SA,LOS CERRILLOS,MELON
MAELCA SA,LOS CERRILLOS,SANDIA
MAELCA SA,LOS CERRILLOS,TOMATE
MAELCA SA,LOS CERRILLOS,MAIZ
MAELCA SA,LOS CERRILLOS,ZAPALLO
MAELCA SA,LOS CERRILLOS,BATATA
OLIVARES S.A.,OLIVARES S.A.,VID
OLIVARES S.A.,OLIVARES S.A.,OLIVOS
OLIVOS ARGENTINOS SA,LA AGUADA,OLIVOS
OLIVOS ARGENTINOS SA,SANTA FE,OLIVOS
ORO NEGRO S.A.,ORO NEGRO,VID
ORO NEGRO S.A.,ORO NEGRO,OLIVOS
"SUELDO GIORGI, LAURA",FINCA MACHIA,VID
TALAMUYUNA S.A.,TALAMUYUNA,JOJOBA
"TROYANO, RUFINO",PARCELA Nº8,VID
AGROLOSANDES S.A.,AGROLOSANDES,ESPARRAGOS
AGROLOSANDES S.A.,AGROLOSANDES,AJO
AGROLOSANDES S.A.,AGROLOSANDES,ABONO VERDE
AGROROSAL S.A.,FINCA LA LUCERA,VID
AGROSAVER S.A.,FINCA LA AGUANDA,DESCANSO
ALTOS LAS HORMIGAS SAVYC,ALTOS LAS HORMIGAS FINCA,UVAS
ARGENTBIO S.R.L.,FINCA EL OLMO,MANZANA
ARGENTBIO S.R.L.,FINCA EL OLMO,ZAPALLO
ARGENTBIO S.R.L.,FINCA EL OLMO,ZANAHORIA
ARGENTBIO S.R.L.,FINCA EL OLMO,CEBOLLA
ARGENTBIO S.R.L.,FINCA EL OLMO,ECHALOTTE
ARGENTBIO S.R.L.,FINCA EL OLMO,INCULTO
ARGENTBIO S.R.L.,FINCA EL OLMO,ZAPALLO ANCO
ARGENTBIO S.R.L.,FINCA EL OLMO,AJO
ARGENTBIO S.R.L.,FINCA EL OLMO,DESCANSO
ARGENTBIO S.R.L.,FINCA EL OLMO,BROCOLI
ARGENTBIO S.R.L.,FINCA EL OLMO,CAMPO NATURAL
ARTEL INC,EL LUCAS,VID
ARTEL INC,EL TINCHO,VID
ASOC. COOP. EEA INTA MENDOZA,ASOCIACION COOPERADORA DE EEA MENDOZA INTA,VID
ASOC. COOP. EEA INTA MENDOZA,ASOCIACION COOPERADORA DE EEA MENDOZA INTA,INCULTO
ASOC. COOP. EEA INTA MENDOZA,ASOCIACION COOPERADORA DE EEA MENDOZA INTA,ALFALFA
AVE MARIA FIDEICOMISO,FINCA AVE MARIA AG,UVAS
AVE MARIA FIDEICOMISO,FINCA AVE MARIA B,UVAS
BAMENEX S.A.,FINCA DON JOAQUIN,DESCANSO
BAMENEX S.A.,FINCA DON JOAQUIN,ZAPALLO
BAMENEX S.A.,FINCA DON JOAQUIN,AJO
BAMENEX S.A.,FINCA DON JOAQUIN,INCULTO
BAMENEX S.A.,FINCA EL CARRIZAL,DESCANSO
BAMENEX S.A.,FINCA EL CARRIZAL,AJO
BAMENEX S.A.,FINCA EL CARRIZAL,INCULTO
BAMENEX S.A.,FINCA EL CARRIZAL,CAMPO NATURAL
BAMENEX S.A.,FINCA EL CARRIZAL,ZAPALLO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,INCULTO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,NUEZ PECAN
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,HIGOS
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,VID
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,OLIVO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,CIRUELA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,CEREZA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,PERA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,MANZANA
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,DURAZNO
BEATRIZ VASQUEZ Y JUAN CARLOS CAMARGO SH,FINCA RINCON DESEADO,DAMASCO
BEAU LIEU S.A.,BEAU LIEU SA,VID
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,VID
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,DAMASCO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,CIRUELA
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,INCULTO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,OLIVO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,DURAZNO
BENITO Y NORMA PANELLA,FINCA PANELLA Y ANEXO,CAMPO NATURAL
BIO AGRICULTORES S.A.,EL VERGEL,DESCANSO
BIO AGRICULTORES S.A.,EL VERGEL,AJO
BIO AGRICULTORES S.A.,EL VERGEL,INCULTO
BIO-ARGENTINA S.A.,LA CELESTE,VID
BLANCO JOSE,UGARTECHE,UVAS
"BOCARDO, MARCELO",MARCELO BOCARDO,VID
BODEGA ARGENTO S.A.,FINCA UGARTECHE,VID
BODEGA ARGENTO S.A.,FINCA ALTAMIRA,VID
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LAS YEGUITAS,UVAS
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LA PAZ,UVAS
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LA ISLA,UVAS
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA MONTECASEROS,UVAS
BODEGAS Y VIÑEDOS BENEDETTI SRL,FINCA LOS CAMPAMENTOS,UVAS
BODEGAS Y VIÑEDOS V.O.B. S.A.,FINCA AURA (EX BODEGAS Y VIÑEDOS V.O.B.S.A.),VID
BUONO BENITO ARNALDO,BUONO BENITO ARNALDO,VID
BUONO BENITO ARNALDO,BUONO BENITO ARNALDO,INCULTO
CAMPAL S.A.,FINCA EL CAMPAL,VID
CAMPAL S.A.,FINCA EL CAMPAL,INCULTO
CAMPO GRANDE S.A.,ESTANCIA LAS CHACRAS,INCULTO
CAMPO GRANDE S.A.,ESTANCIA LAS CHACRAS,ABONO VERDE
CAMPO GRANDE S.A.,ESTANCIA LAS CHACRAS,CAMPO NATURAL
CAMPOS DE LA COLONIA S.A.,FINCA LAS UVAS,VID
CANTINIAN SA,CANTINIAN,VID
CAÑA DE CASTILLA SRL,FINCA FABRICA ,CAÑA DE CASTILLA
CAÑA DE CASTILLA SRL,FINCA IRIGOYEN ,CAÑA DE CASTILLA
CAÑA DE CASTILLA SRL,FINCA IRIGOYEN FINAL ,CAÑA DE CASTILLA
CAÑA DE CASTILLA SRL,FINCA LOS ALAMOS ,CAÑA DE CASTILLA
CAROLINA BENEDETTI,LOS YOLES,UVAS
CK Y ASOCIADOS S.A.,FINCA LUNLUNTA,VID
CK Y ASOCIADOS S.A.,FINCA LUNLUNTA,OLIVOS
CK Y ASOCIADOS S.A.,VILLA SECA,VID
CK Y ASOCIADOS S.A.,VILLA SECA,OLIVOS
COMPAÑIA AGRICOLA EL RODEO S.A.,FINCA ORGANICA SAN CARLOS,AJO
COMPAÑIA AGRICOLA EL RODEO S.A.,FINCA ORGANICA SAN CARLOS,ZAPALLO
COMPAÑIA DE AGROSERVICIOS S.A.,DON JORGE,UVAS
COMPAÑIA DE AGROSERVICIOS S.A.,DON JORGE,ACEITUNAS
CUNCO S.A.,FINCA CUNCO,INCULTO
CUNCO S.A.,FINCA CUNCO,ZAPALLO
CUNCO S.A.,FINCA CUNCO,ABONO VERDE
CUNCO S.A.,FINCA CUNCO,AJO
CUNCO S.A.,FINCA CUNCO,DESCANSO
CUNCO S.A.,FINCA CUNCO,CEBOLLA
CUNCO S.A.,FINCA CUNCO,PAPA
DJALLAD ANA REBECA,LA AMISTAD,INCULTO
DJALLAD ANA REBECA,LA AMISTAD,CIRUELA
DJALLAD ANA REBECA,LA AMISTAD,ZAPALLO
DJALLAD ANA REBECA,LA AMISTAD,OLIVO
DJALLAD ANA REBECA,LA AMISTAD,TOMATE
DOMAINE JEAN BOUSQUET  S.A.,FINCA MAIPU DELICIAS DE TUPUNGATO SA,VID
DOMAINE JEAN BOUSQUET  S.A.,FINCA DOMAINE BOUSQUET,VID
DOMAINE JEAN BOUSQUET  S.A.,FINCA EL ZAMPAL DELICIAS DE TUPUNGATO SA,VID
EDUARDO Y FABIAN CAMPAGNA SH,LOS CORRALITOS,HORTALIZAS
EL MORO SRL,FINCA DINAMIA,VID
EMPRESA COMERCIAL EXPORTADORA S.A.,LAS 3 F,UVAS
EMPRESA COMERCIAL EXPORTADORA S.A.,CHACRAS DE CORIA,UVAS
ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,ALTAMIRA,UVAS
ESTANCIA CASA DE UCO S.A.,ESTANCIA CASA DE UCO,VID
FENIX S.A.,FINCA REAL DEL PADRE,DAMASCO
FENIX S.A.,FINCA REAL DEL PADRE,UVA DE MESA
FENIX S.A.,FINCA REAL DEL PADRE,INCULTO
FIDEICOMISO BAX,FIDEICOMISO BAX,VID
FIDEICOMISO BAX,FIDEICOMISO BAX,INCULTO
FIDEICOMISO SANTA RITA ,FINCA SANTA RITA,CENTENO
FIDEICOMISO SANTA RITA ,FINCA SANTA RITA,PASTIZAL NATURAL
FINCA CONSTANZA SA,FINCA DOÑA CONSTANZA (EX FINCA EL MIRADOR),VID
FINCA VON WIGSTEIN,FINCA ALPAMANTA,VID
FRUTIHORTICOLA SAN NICOLAS SA,FRUTIHORTICOLA SAN NICOLAS,VID
FRUTOS DE SANTA ROSA S.A.,FINCA BELTRAN,ACEITUNAS
FRUTOS DE SANTA ROSA S.A.,FRAY LUIS BELTRAN,UVAS
FRUTOS DE SANTA ROSA S.A.,SANTA ROSA,UVAS
GASPARETTI MAURICIO,EL AGUARIBAY,CIRUELA
GASPARETTI MAURICIO,EL AGUARIBAY,ACEITUNAS
GASPARETTI MAURICIO,EL AGUARIBAY,FORESTALES
GASPARETTI MAURICIO,EL AGUARIBAY,CAMPO NATURAL
GRUPO PEÑAFLOR SA ,FINCA LA PAZ,VID
GRUPO PEÑAFLOR SA ,FINCA ALTO VERDE,VID
GRUPO PEÑAFLOR SA ,FINCA SANTA ROSA,VID
GRUPO PEÑAFLOR SA ,FINCA SANTA ROSA,DAMASCO
HAGEN DE MONTERO GUILLERMINA,FINCA MONTERO,VID
HAGEN DE MONTERO GUILLERMINA,FINCA MONTERO,CAMPO NATURAL
IZASKUN SA,FINCA CORTESIA,ZAPALLO
IZASKUN SA,FINCA CORTESIA,DESCANSO
IZASKUN SA,FINCA CORTESIA,ZANAHORIA
JESUS CARLOS FANTELLI E HIJOS,FINCA BODEGA,UVAS
JESUS CARLOS FANTELLI E HIJOS,BETTI,UVAS PARA VINIFICAR
JESUS CARLOS FANTELLI E HIJOS,AGUSTIN,UVAS PARA VINIFICAR
LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES ,NOGAL
LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES ,MONTE
LA MARIA DE LOS ARBOLES SRL,LA MARIA DE LOS ARBOLES ,INCULTO
LACIENDA SA,LACIENDA,VID
LACIENDA SA,REPRESA TREGEA,VID
LAIANA S.R.L.,LAIANA,CIRUELAS
LAIANA S.R.L.,LAIANA,ACEITUNAS Y UVAS
LAS YEGUAS S.A.,LAS YEGUAS,VID
LAS YEGUAS S.A.,LAS YEGUAS,NUEZ
LIPTOV S.A.,EL RANCHO,ACEITUNAS Y UVAS
LIPTOV S.A.,LA ESTRELLA,ACEITUNAS
LIPTOV S.A.,LA ESTRELLA,CIRUELAS
LIPTOV S.A.,LA ESTRELLA,DAMASCOS Y NUECES
LLIHUE S.A.,FINCA CAYANTA,VID
LLIHUE S.A.,FINCA LA MAROLINA,VID
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,CIRUELA
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,INCULTO
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,DURAZNO
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,VID
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,OLIVO
LOS EUCALIPTOS S.A.,FINCA LOS EUCALIPTOS,CAMPO NATURAL
"MASI, TUPUNGATO VIGNETI LA ARBOLEDA SA",MASI VIGNETI LA ARBOLEDA SA,VID
MIRAVALLES S.A.,E-30686,VID
MIRAVALLES S.A.,E-30686,INCULTO
MIRAVALLES S.A.,E-30686,CAMPO NATURAL
MIX S.A.,UVAS DEL DESIERTO,UVAS
MONTLAIZ S.R.L.,LA FLOR,UVAS PARA VINIFICAR
MONTLAIZ S.R.L.,DOÑA LIDIA,UVAS PARA VINIFICAR
MONTLAIZ S.R.L.,DON HUGO,UVAS PARA VINIFICAR
NADAL JUAN GUSTAVO,LA AMPARO,UVAS
OJO DE VINO SA,OJO DE VINO SA,VID
OLATE JUAN CARLOS,"MARQUEZ 1 Y 2, MOLLAR 1 Y 2 (GRUPO AP. MALARGÜE)",MIEL
OLIVARES DE DON IGNACIO S.A.,LA LIBERTAD,VID
OLIVARES DE DON IGNACIO S.A.,LA LIBERTAD,OLIVOS
ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES,VID
ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES,NOGAL
ORGANIC COSTAFLORES S.A.,FINCA COSTAFLORES,INCULTO
PALUMBO GOTTARDINI CARLOS ROBERTO,ORALIA STATE,VID
PARRA SA,CUARTEL 24 (EX PARRA SA),OLIVOS
PARRA SA,CUARTEL 24 (EX PARRA SA),DAMASCO
